,spotify_url,preview_url,artists,added_at,album,duration,name,popularity,genre
58,https://open.spotify.com/track/07AQbb8xIEj3bF082KEwJp,https://p.scdn.co/mp3-preview/85ee6b4e03b71b4546e0a20215e54b61cb4dcecf?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Sheck Wes""]",2021-01-02T19:40:41Z,15Id9Jrqab8IwHFirdrrLp,273746,WESPN,60,vapor trap
59,https://open.spotify.com/track/2TmqHjg7uhizGndzXQdFuf,https://p.scdn.co/mp3-preview/832477f92c6636a0d3c1961bddf5903a0ec50a94?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Bladee""]",2020-10-19T08:19:01Z,0cT1SQDE7wSh1eUJkGFXse,127791,Be Nice 2 Me,65,vapor trap
60,https://open.spotify.com/track/3Q5cLvkKsHJvYltf8k7HkO,https://p.scdn.co/mp3-preview/a9c72299369fe8e1a38c2f673c66b853196cb959?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Ty Dolla $ign"",""FKA twigs"",""Skrillex"",""Kanye West""]",2021-01-10T09:44:43Z,1zg6QT0eGqLBlhAT2FPoFj,231618,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",77,electro
61,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,https://p.scdn.co/mp3-preview/ffed2057a262e0106ba10c5a156baabb08cfc043?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""City Girls"",""Doja Cat""]",2020-10-10T04:45:42Z,4VzVHSPoh9MP85THaTfYpN,218332,Pussy Talk,79,scam rap
62,https://open.spotify.com/track/4VYv4gIbr6XPWKTddnGBlh,https://p.scdn.co/mp3-preview/f3e9cd9b785073ce343e0b0868da1c3331dda211?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Wowkie Da""]",2020-09-18T08:11:57Z,0NUqmEiC6AtqFTGV9KlaGo,226324,陽光彩虹小白馬,48,chinese manyao
63,https://open.spotify.com/track/6Juv5N0dNU1imms9c9u1dA,https://p.scdn.co/mp3-preview/c1da37a1c530b96d0ebf897179d540e4ed3e9fa0?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Octavian"",""Skepta""]",2020-12-11T21:11:16Z,33FmsnS00we0hrD1NrGniq,161667,Papi Chulo,85,afroswing
64,https://open.spotify.com/track/6Juv5N0dNU1imms9c9u1dA,https://p.scdn.co/mp3-preview/c1da37a1c530b96d0ebf897179d540e4ed3e9fa0?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Octavian"",""Skepta""]",2020-12-11T21:11:16Z,33FmsnS00we0hrD1NrGniq,161667,Papi Chulo,85,birmingham grime
65,https://open.spotify.com/track/3XetDJxSDARsex7zU9KEpM,https://p.scdn.co/mp3-preview/660c0895e4b0c99f21943706bb5916d4d8fde0e5?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Roy Blair""]",2021-01-11T22:09:27Z,4NrZlvs23TXuM09g7x3v7x,336659,FANTAZIA,53,indie pop
66,https://open.spotify.com/track/1ppI6y6VbWgzFBBRjJeOto,https://p.scdn.co/mp3-preview/c41f521370812c0b45da3053856b8cc37ac91175?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Jack Stauber's Micropop""]",2020-10-19T08:30:31Z,0sYILYUuhAgo9wjjvY3BBp,199192,Al Dente,53,indie pop
67,https://open.spotify.com/track/0pfKMQx7WAdaLPCZJIDrah,https://p.scdn.co/mp3-preview/fda77fdf0cbad78c00423facae0dd8aeb58c7606?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""City Girl"",""ry"",""tiffi""]",2020-09-19T10:31:57Z,4Dz3IfBy36UQkWvsReGFlH,149250,Wishing on You,44,indie pop
68,https://open.spotify.com/track/3stWWPN41byqp8loPdy92u,https://p.scdn.co/mp3-preview/3d49ee47dd3e09992e9faa620024f269232d4d35?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Beach House""]",2020-10-19T19:28:35Z,32bJgeIOAFiNkucTCje5O5,199413,Master of None,64,indie pop
69,https://open.spotify.com/track/7JTGwb6ug0z15F5roNLE0s,https://p.scdn.co/mp3-preview/47053b8ed5c37755ce7645e136f1dfc817d38347?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Jack Stauber's Micropop""]",2020-10-19T08:33:39Z,4MRCHFNTaIipvwa7KGpaWF,139850,Two Time,70,indie pop
70,https://open.spotify.com/track/3Q5cLvkKsHJvYltf8k7HkO,https://p.scdn.co/mp3-preview/a9c72299369fe8e1a38c2f673c66b853196cb959?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Ty Dolla $ign"",""FKA twigs"",""Skrillex"",""Kanye West""]",2021-01-10T09:44:43Z,1zg6QT0eGqLBlhAT2FPoFj,231618,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",77,trip hop
71,https://open.spotify.com/track/5poS8LyxohSACjuIZ61EyS,https://p.scdn.co/mp3-preview/7c458303363995cc55851ed6079994b57a3f69ef?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Molina"",""Late Verlane""]",2021-01-11T21:53:44Z,2w5lbvxycNKqfGSrWgmDpI,233374,Hey Kids,66,danish indie pop
72,https://open.spotify.com/track/6Juv5N0dNU1imms9c9u1dA,https://p.scdn.co/mp3-preview/c1da37a1c530b96d0ebf897179d540e4ed3e9fa0?cid=3ba7f3c03c9248a1abc09cbf21398ab7,"[""Octavian"",""Skepta""]",2020-12-11T21:11:16Z,33FmsnS00we0hrD1NrGniq,161667,Papi Chulo,85,grime
